Episode,Desafios_sin_equipo,Estudiantes_fuera_preferencias,Estudiantes_primera_prioridad,Promedio_carreras_por_equipo,Satisfaccion_promedio,STD_tamano_equipos,Tamano_promedio_equipo
2,18,61,1,1.75,0.03125,0.39999999999999997,3.2
3,19,58,1,1.7894736842105263,0.046875,0.4823763889427201,3.3684210526315788
4,18,58,0,1.75,0.03645833333333333,0.39999999999999997,3.2
5,18,61,0,1.75,0.0234375,0.39999999999999997,3.2
6,18,59,0,1.75,0.031249999999999997,0.39999999999999997,3.2
7,17,59,3,1.7142857142857142,0.0625,0.21295885499997994,3.0476190476190474
8,17,61,1,1.6666666666666667,0.03125,0.21295885499997994,3.0476190476190474
9,18,61,0,1.75,0.0234375,0.39999999999999997,3.2
10,17,55,3,1.7142857142857142,0.08854166666666666,0.21295885499997994,3.0476190476190474
11,18,59,3,1.75,0.05989583333333333,0.39999999999999997,3.2
12,20,59,3,1.8333333333333333,0.05989583333333333,0.49690399499995325,3.5555555555555554
13,17,59,1,1.7142857142857142,0.041666666666666664,0.21295885499997994,3.0476190476190474
14,18,57,3,1.75,0.07291666666666666,0.39999999999999997,3.2
15,18,61,1,1.75,0.026041666666666664,0.39999999999999997,3.2
16,18,57,2,1.75,0.0625,0.39999999999999997,3.2
17,17,58,1,1.7142857142857142,0.049479166666666664,0.21295885499997994,3.0476190476190474
18,17,62,1,1.7142857142857142,0.020833333333333332,0.21295885499997994,3.0476190476190474
19,17,60,2,1.7142857142857142,0.046875,0.21295885499997994,3.0476190476190474
20,17,59,4,1.7142857142857142,0.06770833333333333,0.21295885499997994,3.0476190476190474
21,18,58,3,1.75,0.06510416666666666,0.39999999999999997,3.2
22,18,58,3,1.75,0.06770833333333333,0.39999999999999997,3.2
23,17,59,3,1.7142857142857142,0.057291666666666664,0.21295885499997994,3.0476190476190474
24,18,62,1,1.75,0.0234375,0.39999999999999997,3.2
25,18,56,5,1.75,0.09895833333333333,0.39999999999999997,3.2
26,17,61,3,1.7142857142857142,0.046875,0.21295885499997994,3.0476190476190474
27,17,60,0,1.7142857142857142,0.028645833333333332,0.21295885499997994,3.0476190476190474
28,19,55,3,1.7894736842105263,0.08333333333333333,0.4823763889427201,3.3684210526315788
29,19,58,3,1.7894736842105263,0.0703125,0.4823763889427201,3.3684210526315788
30,17,61,1,1.7142857142857142,0.026041666666666664,0.21295885499997994,3.0476190476190474
31,18,58,4,1.75,0.07291666666666667,0.39999999999999997,3.2
32,18,58,3,1.75,0.06510416666666666,0.39999999999999997,3.2
33,19,61,1,1.7894736842105263,0.028645833333333332,0.48237638894272,3.3684210526315788
34,18,59,0,1.75,0.033854166666666664,0.39999999999999997,3.2
35,18,57,1,1.75,0.05729166666666666,0.39999999999999997,3.2
36,17,56,7,1.7142857142857142,0.1171875,0.21295885499997994,3.0476190476190474
37,18,59,1,1.75,0.0390625,0.39999999999999997,3.2
38,18,63,1,1.75,0.015625,0.39999999999999997,3.2
39,17,55,4,1.7142857142857142,0.09114583333333334,0.21295885499997994,3.0476190476190474
40,18,59,2,1.75,0.04947916666666667,0.39999999999999997,3.2
41,18,59,2,1.75,0.049479166666666664,0.39999999999999997,3.2
42,17,61,2,1.7142857142857142,0.03645833333333333,0.21295885499997994,3.0476190476190474
43,20,59,1,1.8333333333333333,0.044270833333333336,0.49690399499995325,3.5555555555555554
44,17,57,1,1.7142857142857142,0.0546875,0.21295885499997994,3.0476190476190474
45,18,59,2,1.75,0.046875,0.39999999999999997,3.2
46,17,63,0,1.7142857142857142,0.005208333333333333,0.21295885499997994,3.0476190476190474
47,17,61,3,1.7142857142857142,0.046875,0.21295885499997994,3.0476190476190474
48,18,61,1,1.75,0.026041666666666664,0.39999999999999997,3.2
49,19,60,1,1.7894736842105263,0.033854166666666664,0.4823763889427201,3.3684210526315788
50,17,57,2,1.7142857142857142,0.05989583333333333,0.21295885499997994,3.0476190476190474
51,18,64,0,1.75,0.0,0.39999999999999997,3.2
52,17,61,1,1.7142857142857142,0.026041666666666664,0.21295885499997994,3.0476190476190474
53,18,58,2,1.75,0.057291666666666664,0.39999999999999997,3.2
54,18,58,2,1.75,0.05989583333333333,0.39999999999999997,3.2
55,20,61,0,1.8333333333333333,0.0234375,0.49690399499995325,3.5555555555555554
56,17,55,4,1.7142857142857142,0.09375,0.21295885499997994,3.0476190476190474
57,18,58,1,1.75,0.046875,0.39999999999999997,3.2
58,18,58,2,1.75,0.057291666666666664,0.39999999999999997,3.2
59,17,56,2,1.7142857142857142,0.0703125,0.21295885499997994,3.0476190476190474
60,18,59,1,1.75,0.0390625,0.39999999999999997,3.2
61,17,60,2,1.7142857142857142,0.04427083333333333,0.21295885499997994,3.0476190476190474
62,17,59,0,1.7142857142857142,0.033854166666666664,0.21295885499997994,3.0476190476190474
63,18,62,0,1.75,0.013020833333333332,0.39999999999999997,3.2
64,18,59,2,1.75,0.046875,0.39999999999999997,3.2
65,18,57,2,1.75,0.06510416666666666,0.39999999999999997,3.2
66,18,59,1,1.75,0.0390625,0.39999999999999997,3.2
67,18,59,1,1.75,0.04427083333333333,0.39999999999999997,3.2
68,18,61,1,1.75,0.026041666666666664,0.39999999999999997,3.2
69,18,60,1,1.75,0.031249999999999997,0.39999999999999997,3.2
70,17,59,0,1.7142857142857142,0.03645833333333333,0.21295885499997994,3.0476190476190474
71,17,57,4,1.7142857142857142,0.08072916666666666,0.21295885499997994,3.0476190476190474
72,17,56,1,1.7142857142857142,0.06249999999999999,0.21295885499997994,3.0476190476190474
73,17,59,1,1.7142857142857142,0.041666666666666664,0.21295885499997994,3.0476190476190474
74,19,58,3,1.7894736842105263,0.06770833333333333,0.4823763889427201,3.3684210526315788
75,19,60,1,1.7894736842105263,0.03645833333333333,0.4823763889427201,3.3684210526315788
76,19,56,1,1.7894736842105263,0.06770833333333333,0.4823763889427201,3.3684210526315788
77,19,59,2,1.7894736842105263,0.049479166666666664,0.48237638894272,3.3684210526315788
78,18,62,1,1.75,0.020833333333333332,0.39999999999999997,3.2
79,17,61,2,1.6666666666666667,0.03645833333333333,0.21295885499997994,3.0476190476190474
80,18,59,2,1.75,0.05208333333333333,0.39999999999999997,3.2
81,18,57,5,1.75,0.09114583333333334,0.39999999999999997,3.2
82,17,61,1,1.7142857142857142,0.028645833333333332,0.21295885499997994,3.0476190476190474
83,18,63,0,1.75,0.005208333333333333,0.39999999999999997,3.2
84,18,60,2,1.75,0.04427083333333333,0.39999999999999997,3.2
85,18,57,4,1.75,0.0859375,0.39999999999999997,3.2
86,17,59,1,1.7142857142857142,0.041666666666666664,0.21295885499997994,3.0476190476190474
87,18,60,0,1.75,0.028645833333333332,0.39999999999999997,3.2
88,18,60,0,1.75,0.023437499999999997,0.39999999999999997,3.2
89,18,61,1,1.75,0.03125,0.39999999999999997,3.2
90,18,61,1,1.75,0.028645833333333332,0.39999999999999997,3.2
91,19,61,1,1.7894736842105263,0.028645833333333332,0.48237638894272,3.3684210526315788
92,18,59,3,1.75,0.05989583333333333,0.39999999999999997,3.2
93,17,58,1,1.7142857142857142,0.049479166666666664,0.21295885499997994,3.0476190476190474
94,18,60,1,1.75,0.0390625,0.39999999999999997,3.2
95,19,63,1,1.7894736842105263,0.015625,0.4823763889427201,3.3684210526315788
96,19,62,2,1.7894736842105263,0.03125,0.4823763889427201,3.3684210526315788
97,17,54,3,1.7142857142857142,0.09375,0.21295885499997994,3.0476190476190474
98,18,64,0,1.75,0.0,0.39999999999999997,3.2
99,17,58,3,1.7142857142857142,0.06510416666666666,0.21295885499997994,3.0476190476190474
100,17,61,0,1.7142857142857142,0.020833333333333332,0.21295885499997994,3.0476190476190474
101,19,59,2,1.7894736842105263,0.052083333333333336,0.4823763889427201,3.3684210526315788
102,18,60,2,1.75,0.046875,0.39999999999999997,3.2
103,17,59,0,1.7142857142857142,0.033854166666666664,0.21295885499997994,3.0476190476190474
104,18,59,3,1.75,0.059895833333333336,0.39999999999999997,3.2
105,19,61,1,1.7894736842105263,0.026041666666666664,0.4823763889427201,3.3684210526315788
