Episode,Metrica 1,Metrica 2,Metrica 3,Metrica 4,Metrica 5,Metrica 6,Metrica 7,Reward
850,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
851,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
852,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
853,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
854,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
855,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
856,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
857,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
858,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
859,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
860,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
861,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
862,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
863,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
864,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
865,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
866,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
867,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
868,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
869,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
870,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
871,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
872,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
873,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
874,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
875,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
876,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
877,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
878,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
879,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
880,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
881,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
882,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
883,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
884,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
885,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
886,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
887,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
888,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
889,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
890,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
891,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
892,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
893,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
894,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
895,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
896,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
897,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
898,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
899,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
900,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
901,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
902,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
903,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
904,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
905,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
906,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
907,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
908,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
909,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
910,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
911,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
912,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
913,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
914,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
915,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
916,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
917,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
918,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
919,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
920,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
921,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
922,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
923,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
924,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
925,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
926,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
927,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
928,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
929,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
930,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
931,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
932,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
933,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
934,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
935,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
936,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
937,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
938,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
939,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
940,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
941,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
942,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
943,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
944,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
945,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
946,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
947,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
948,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
949,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
950,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
951,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
952,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
953,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
954,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
955,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
956,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
957,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
958,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
959,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
960,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
961,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
962,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
963,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
964,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
965,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
966,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
967,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
968,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
969,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
970,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
971,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
972,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
973,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
974,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
975,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
976,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
977,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
978,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
979,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
980,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
981,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
982,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
983,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
984,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
985,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
986,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
987,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
988,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
989,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
990,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
991,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
992,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
993,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
994,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
995,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
996,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
997,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
998,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
999,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1000,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1001,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1002,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1003,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1004,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1005,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1006,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1007,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1008,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1009,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1010,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1011,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1012,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1013,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1014,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1015,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1016,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1017,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1018,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1019,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1020,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1021,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1022,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1023,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1024,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1025,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1026,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1027,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1028,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1029,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1030,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1031,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1032,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1033,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1034,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1035,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1036,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1037,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1038,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1039,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1040,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1041,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1042,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1043,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1044,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1045,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1046,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1047,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1048,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1049,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1050,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1051,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1052,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1053,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1054,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1055,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1056,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1057,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1058,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1059,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1060,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1061,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1062,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1063,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1064,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1065,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1066,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1067,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1068,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1069,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1070,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1071,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1072,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1073,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1074,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1075,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1076,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1077,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1078,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1079,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1080,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1081,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1082,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1083,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1084,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1085,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1086,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1087,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1088,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1089,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1090,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1091,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1092,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1093,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1094,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1095,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1096,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1097,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1098,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1099,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1100,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1101,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1102,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1103,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1104,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1105,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1106,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1107,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1108,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1109,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1110,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1111,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1112,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1113,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1114,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1115,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1116,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1117,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1118,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1119,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1120,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1121,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1122,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1123,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1124,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1125,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1126,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1127,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1128,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1129,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1130,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1131,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1132,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1133,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1134,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1135,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1136,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1137,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1138,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1139,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1140,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1141,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1142,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1143,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1144,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1145,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1146,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1147,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1148,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1149,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1150,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1151,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1152,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1153,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1154,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1155,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1156,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1157,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1158,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1159,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1160,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1161,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1162,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1163,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1164,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1165,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1166,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1167,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1168,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1169,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1170,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1171,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1172,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1173,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1174,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1175,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1176,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1177,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1178,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1179,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1180,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1181,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1182,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1183,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1184,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1185,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1186,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1187,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1188,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1189,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1190,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1191,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1192,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1193,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1194,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1195,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1196,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1197,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1198,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1199,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1200,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1201,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1202,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1203,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1204,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1205,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1206,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1207,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1208,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1209,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1210,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1211,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1212,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1213,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1214,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1215,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1216,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1217,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1218,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1219,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1220,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1221,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1222,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1223,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1224,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1225,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1226,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1227,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1228,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1229,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1230,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1231,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1232,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1233,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1234,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1235,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1236,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1237,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1238,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1239,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1240,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1241,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1242,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1243,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1244,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1245,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1246,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1247,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1248,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1249,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1250,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1251,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1252,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1253,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1254,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1255,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1256,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1257,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1258,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1259,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1260,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1261,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1262,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1263,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1264,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1265,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1266,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1267,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1268,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1269,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1270,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1271,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1272,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1273,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1274,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1275,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
1276,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
