Episode,Metrica 1,Metrica 2,Metrica 3,Metrica 4,Metrica 5,Metrica 6,Metrica 7,Reward
415,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
416,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
417,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
418,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
419,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
420,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
421,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
422,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
423,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
424,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
425,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
426,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
427,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
428,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
429,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
430,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
431,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
432,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
433,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
434,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
435,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
436,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
437,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
438,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
439,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
440,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
441,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
442,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
443,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
444,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
445,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
446,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
447,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
448,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
449,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
450,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
451,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
452,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
453,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
454,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
455,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
456,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
457,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
458,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
459,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
460,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
461,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
462,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
463,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
464,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
465,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
466,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
467,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
468,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
469,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
470,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
471,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
472,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
473,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
474,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
475,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
476,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
477,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
478,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
479,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
480,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
481,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
482,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
483,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
484,0.0,0.0,100.0,0.0,97.37,0.0,0.16,-64
485,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
486,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
487,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
488,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
489,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
490,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
491,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
492,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
493,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
494,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
495,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
496,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
497,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
498,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
499,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
500,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
501,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
502,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
503,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
504,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
505,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
506,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
507,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
508,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
509,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
510,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
511,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
512,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
513,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
514,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
515,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
516,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
517,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
518,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
519,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
520,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
521,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
522,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
523,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
524,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
525,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
526,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
527,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
528,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
529,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
530,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
531,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
532,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
533,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
534,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
535,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
536,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
537,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
538,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
539,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
540,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
541,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
542,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
543,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
544,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
545,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
546,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
547,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
548,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
549,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
550,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
551,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
552,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
553,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
554,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
555,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
556,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
557,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
558,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
559,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
560,0.0,0.0,100.0,0.0,97.37,0.0,0.16,-64
561,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
562,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
563,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
564,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
565,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
566,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
567,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
568,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
569,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
570,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
571,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
572,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
573,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
574,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
575,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
576,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
577,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
578,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
579,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
580,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
581,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
582,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
583,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
584,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
585,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
586,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
587,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
588,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
589,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
590,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
591,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
592,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
593,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
594,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
595,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
596,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
597,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
598,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
599,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
600,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
601,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
602,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
603,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
604,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
605,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
606,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
607,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
608,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
609,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
610,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
611,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
612,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
613,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
614,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
615,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
616,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
617,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
618,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
619,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
620,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
621,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
622,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
623,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
624,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
625,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
626,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
627,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
628,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
629,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
630,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
631,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
632,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
633,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
634,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
635,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
636,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
637,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
638,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
639,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
640,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
641,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
642,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
643,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
644,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
645,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
646,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
647,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
648,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
649,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
650,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
651,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
652,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
653,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
654,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
655,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
656,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
657,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
658,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
659,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
660,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
661,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
662,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
663,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
664,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
665,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
666,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
667,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
668,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
669,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
670,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
671,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
672,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
673,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
674,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
675,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
676,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
677,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
678,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
679,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
680,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
681,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
682,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
683,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
684,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
685,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
686,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
687,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
688,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
689,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
690,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
691,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
692,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
693,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
694,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
695,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
696,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
697,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
698,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
699,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
700,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
701,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
702,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
703,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
704,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
705,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
706,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
707,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
708,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
709,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
710,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
711,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
712,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
713,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
714,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
715,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
716,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
717,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
718,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
719,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
720,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
721,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
722,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
723,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
724,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
725,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
726,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
727,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
728,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
729,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
730,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
731,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
732,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
733,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
734,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
735,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
736,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
737,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
738,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
739,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
740,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
741,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
742,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
743,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
744,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
745,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
746,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
747,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
748,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
749,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
750,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
751,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
752,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
753,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
754,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
755,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
756,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
757,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
758,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
759,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
760,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
761,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
762,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
763,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
764,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
765,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
766,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
767,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
768,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
769,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
770,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
771,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
772,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
773,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
774,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
775,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
776,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
777,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
778,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
779,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
780,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
781,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
782,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
783,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
784,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
785,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
786,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
787,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
788,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
789,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
790,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
791,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
792,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
793,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
794,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
795,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
796,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
797,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
798,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
799,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
800,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
801,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
802,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
803,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
804,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
805,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
806,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
807,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
808,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
809,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
810,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
811,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
812,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
813,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
814,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
815,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
816,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
817,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
818,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
819,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
820,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
821,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
822,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
823,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
824,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
825,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
826,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
827,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
828,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
829,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
830,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
831,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
832,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
833,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
834,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
835,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
836,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
837,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
838,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
839,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
840,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
841,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
842,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
843,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
844,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
845,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
846,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
847,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
848,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
849,0.0,0.0,100.0,0.0,100.0,nan,0.0,-64
