satisfaccion_promedio,estudiantes_primera_prioridad,estudiantes_fuera_preferencias,desafios_sin_equipo,std_tamano_equipos,promedio_carreras_por_equipo,total_equipos,tamano_promedio_equipo,equipos_tamano_1,equipos_tamano_2,equipos_tamano_3,equipos_tamano_4,equipos_tamano_5_o_mas,equipos_exceden_limite_carrera,simulation_size,distribution_id
0.5651041666666667,32,21,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,1,0
0.640625,37,17,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,10,0
0.6458333333333333,37,16,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,100,0
0.6979166666666667,40,13,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,0
0.546875,30,21,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1,1
0.6041666666666666,33,16,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,10,1
0.671875,40,17,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,100,1
0.6953125,41,14,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,1000,1
0.5807291666666667,32,19,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,1,2
0.5729166666666667,31,18,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,10,2
0.6536458333333334,39,18,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,100,2
0.6979166666666667,40,13,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,2
0.5520833333333334,32,24,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1,3
0.65625,39,17,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,10,3
0.6822916666666666,40,15,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,100,3
0.6666666666666667,39,15,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,3
0.5703125,32,21,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1,4
0.6223958333333333,36,18,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,10,4
0.65625,38,16,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,100,4
0.6614583333333334,39,16,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,4
0.53125,29,23,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,1,5
0.6614583333333333,38,15,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,10,5
0.6536458333333333,38,16,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,100,5
0.6744791666666667,39,14,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,5
0.5677083333333333,31,19,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1,6
0.6067708333333333,35,19,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,10,6
0.6875,41,15,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,100,6
0.6692708333333334,39,15,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,6
0.5677083333333333,31,19,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1,7
0.609375,34,17,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,10,7
0.671875,39,15,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,100,7
0.6588541666666667,38,15,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,7
0.5963541666666666,34,20,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,1,8
0.5598958333333333,31,20,18,0.39999999999999997,1.7,20,3.2,0,0,16,4,0,0,10,8
0.6692708333333334,39,15,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,100,8
0.6614583333333334,39,16,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,8
0.5572916666666666,31,21,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1,9
0.5442708333333333,30,22,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,10,9
0.6328125,35,15,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,100,9
0.6692708333333334,39,15,17,0.21295885499997994,1.6666666666666667,21,3.0476190476190474,0,0,20,1,0,0,1000,9
